Zip_Code,Metro,City,Population_2012,Home_Ownership_2012,Renter_2012,Foreign_Born_2012,Poverty_Black_2012,Poverty_Hispanic_2012,Poverty_White_2012,Black_Insurance_Coverage_2012,Black_No_Insurance_Coverage_2012,Hispanic_Insurance_Coverage_2012,Hispanic_No_Insurance_Coverage_2012,White_Insurance_Coverage_2012,White_No_Insurance_Coverage_2012,Total_Income_2012,Total_Income_Black_2012,Total_Income_Hispanic_2012,Total_Income_White_2012,Population_Black_2012,Population_White_2012,Population_Hispanic_2012,Population_Other_2012,Population_2013,Home_Ownership_2013,Renter_2013,Foreign_Born_2013,Poverty_Black_2013,Poverty_Hispanic_2013,Poverty_White_2013,Black_Insurance_Coverage_2013,Black_No_Insurance_Coverage_2013,Hispanic_Insurance_Coverage_2013,Hispanic_No_Insurance_Coverage_2013,White_Insurance_Coverage_2013,White_No_Insurance_Coverage_2013,Total_Income_2013,Total_Income_Black_2013,Total_Income_Hispanic_2013,Total_Income_White_2013,Population_Black_2013,Population_White_2013,Population_Hispanic_2013,Population_Other_2013,Population_2014,Home_Ownership_2014,Renter_2014,Foreign_Born_2014,Poverty_Black_2014,Poverty_Hispanic_2014,Poverty_White_2014,Black_Insurance_Coverage_2014,Black_No_Insurance_Coverage_2014,Hispanic_Insurance_Coverage_2014,Hispanic_No_Insurance_Coverage_2014,White_Insurance_Coverage_2014,White_No_Insurance_Coverage_2014,Total_Income_2014,Total_Income_Black_2014,Total_Income_Hispanic_2014,Total_Income_White_2014,Population_Black_2014,Population_White_2014,Population_Hispanic_2014,Population_Other_2014,Population_2015,Home_Ownership_2015,Renter_2015,Foreign_Born_2015,Poverty_Black_2015,Poverty_Hispanic_2015,Poverty_White_2015,Black_Insurance_Coverage_2015,Black_No_Insurance_Coverage_2015,Hispanic_Insurance_Coverage_2015,Hispanic_No_Insurance_Coverage_2015,White_Insurance_Coverage_2015,White_No_Insurance_Coverage_2015,Total_Income_2015,Total_Income_Black_2015,Total_Income_Hispanic_2015,Total_Income_White_2015,Population_Black_2015,Population_White_2015,Population_Hispanic_2015,Population_Other_2015,Population_2016,Home_Ownership_2016,Renter_2016,Foreign_Born_2016,Poverty_Black_2016,Poverty_Hispanic_2016,Poverty_White_2016,Black_Insurance_Coverage_2016,Black_No_Insurance_Coverage_2016,Hispanic_Insurance_Coverage_2016,Hispanic_No_Insurance_Coverage_2016,White_Insurance_Coverage_2016,White_No_Insurance_Coverage_2016,Total_Income_2016,Total_Income_Black_2016,Total_Income_Hispanic_2016,Total_Income_White_2016,Population_Black_2016,Population_White_2016,Population_Hispanic_2016,Population_Other_2016,Population_2017,Home_Ownership_2017,Renter_2017,Foreign_Born_2017,Poverty_Black_2017,Poverty_Hispanic_2017,Poverty_White_2017,Black_Insurance_Coverage_2017,Black_No_Insurance_Coverage_2017,Hispanic_Insurance_Coverage_2017,Hispanic_No_Insurance_Coverage_2017,White_Insurance_Coverage_2017,White_No_Insurance_Coverage_2017,Total_Income_2017,Total_Income_Black_2017,Total_Income_Hispanic_2017,Total_Income_White_2017,Population_Black_2017,Population_White_2017,Population_Hispanic_2017,Population_Other_2017,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12
90746,Los Angeles-Long Beach-Anaheim,Carson,25861,21601,3509,4879,33,27,266,8132,756,2318,2318,1643,726,79149,89500,54744,42429,13938,3919,25861,1406,26276,21807,3787,4909,63,32,285,8053,957,2232,2232,1671,835,80092,89007,59659,54464,14425,4202,26276,1118,26738,21874,4129,4928,90,4,355,7750,1146,2930,2930,1954,893,75031,86923,59375,70536,14639,4550,26738,1496,26523,21951,3931,5022,97,4,346,8018,1086,2687,2687,2168,711,77260,85570,67893,68563,15034,4692,26523,1229,26584,22314,3690,4716,103,5,281,8449,1003,3079,3079,2224,493,80175,86384,75023,68250,15280,4546,26584,1640,26852,22454,3763,4694,88,5,308,8887,898,2568,2568,2275,453,81988,85278,77470,73103,16378,4692,26852,1383,320600,320800,323100,327000,331800,335600,338000,340000,342900,346700,351000,355800,361300,367100,372600,377100,382000,388300,394800,399800,402600,402300,400000,398100,398400,400700,405600,411800,415500,414200,412100,411600,411800,412300,414600,418800,423500,428000,432500,436700,440200,445000,451100,457000,463100,468700,473000,476500,479400,481300,482700,483900,484400,485900,488900,491800,493400,495100,497800,500700,502500,502200,500400,499900,502200,505700,509600,515600,523500,531100,536900,541200
90747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90755,Los Angeles-Long Beach-Anaheim,Signal Hill,10994,4692,6060,3335,0,42,205,951,87,1289,1289,2512,795,65828,61111,50441,79712,1542,4738,10994,1092,11260,5316,5713,3660,0,38,280,820,104,1369,1369,2821,1106,71077,64643,46667,87124,1483,5469,11260,751,11400,4683,6429,3461,0,39,316,764,144,1165,1165,2985,1184,67878,57617,50136,85577,1471,5661,11400,637,11440,4890,6279,3272,12,77,274,793,153,1312,1312,3045,1008,0,46857,43125,85625,1414,5712,11440,748,11491,4607,6640,3539,14,51,427,785,71,1769,1769,3524,1048,70357,53438,65378,80521,1304,6542,11491,424,11581,4977,6409,3198,16,44,419,768,117,1541,1541,3672,652,75828,47045,73508,88112,1236,6225,11581,565,453900,454800,451800,443600,436200,434700,436200,438100,437000,435300,434000,430700,430200,436000,443900,449400,457100,469500,480600,485900,493000,503300,506800,505200,506300,508800,510900,517900,526200,529400,535400,542600,544200,541400,540900,539700,537800,537900,541100,544800,546500,550500,558600,567700,573200,577900,585800,595900,604100,607000,608900,611900,615500,612300,602700,593300,588600,588100,591500,597700,601400,605700,612300,620200,625500,628700,633600,643000,650400,652900,656200,664300
90802,Los Angeles-Long Beach-Anaheim,Long Beach,39017,7343,30580,10011,196,427,2035,3663,861,5969,5969,11903,4870,43314,25548,37664,53072,6338,21976,39017,4987,39297,7644,30571,9517,180,335,1732,4047,1083,5737,5737,11868,4769,43404,27254,35709,51923,6924,22185,39297,4957,38816,7592,30082,9471,131,288,1831,3971,993,5578,5578,11972,4229,44984,28816,38739,52059,6693,21661,38816,4543,39155,7747,30050,9291,123,250,1845,4102,920,6207,6207,12937,4063,42829,30812,37511,46901,6855,22640,39155,3658,39873,7240,31348,9387,178,264,2003,4198,849,6850,6850,13830,3755,45689,29899,41698,49550,6689,23096,39873,3843,40226,7465,31410,9303,147,218,2060,3989,697,7178,7178,14398,2965,51302,37510,48168,52309,6507,23112,40226,4071,290200,288500,284600,280900,280300,282100,286200,288500,288300,285400,284600,284800,286500,291200,298900,306500,315200,321800,325900,331400,341100,351900,360900,366800,370800,372100,372800,374900,377500,380500,385000,388000,391400,397100,403000,407000,410100,412300,413800,415800,414700,412000,410700,412300,413300,413800,415900,421700,424500,425900,430200,437300,442500,445100,447100,451000,456900,466700,478300,487200,494200,498100,499700,501800,509700,520000,528200,538400,544900,539200,528500,527900
90803,Los Angeles-Long Beach-Anaheim,Long Beach,30855,15339,15174,3698,0,63,2159,509,47,2839,2839,16750,1740,72692,64844,63320,75255,672,26044,30855,1076,30563,15709,14505,3226,0,55,2252,536,42,2824,2824,16308,1819,72653,57446,62259,75959,676,25987,30563,886,30805,15085,15363,3216,0,70,2361,629,51,3211,3211,16280,1681,72025,61250,63911,75286,794,26009,30805,803,31709,15511,15797,3245,0,102,2589,825,22,3569,3569,16718,1339,0,66515,62418,78631,1010,26518,31709,727,31680,15022,16262,3344,36,91,2313,885,80,3609,3609,16497,1197,78406,65492,56788,84333,1190,26252,31680,648,32116,15448,16310,3783,34,81,2259,966,70,3656,3656,16348,1040,83861,59771,61828,86647,1327,25947,32116,791,695500,694700,695200,699000,708800,721300,731800,738900,745900,755500,768000,780200,788100,795800,808600,823500,836100,845200,852300,856900,858900,859100,860300,862300,865000,867800,870200,872200,874300,878300,885800,892200,896000,902100,909300,914100,917900,922200,924200,925000,926600,930500,938000,948400,958800,965300,969600,976500,984900,989300,991700,995000,1000900,1008200,1011100,1013900,1020700,1024800,1022700,1019800,1014800,1011700,1016200,1026900,1034000,1039700,1046500,1053100,1057500,1064800,1074200,1083300
90804,Los Angeles-Long Beach-Anaheim,Long Beach,41094,8207,30936,11439,196,428,1537,3039,905,6263,6263,10024,4243,41642,32841,38348,50587,5470,20104,41094,7459,40472,7664,30899,11524,169,512,1646,2844,1014,6171,6171,10365,5035,42672,33433,37857,52246,5436,21847,40472,5404,40679,7874,30883,11396,176,596,1903,2800,816,6731,6731,11425,5571,44629,34702,37838,57190,4952,24265,40679,3578,41007,7964,31225,11177,115,607,1966,2816,632,7838,7838,12873,5086,44877,35000,38306,56925,4704,25221,41007,3279,40751,8413,30407,11015,62,646,2161,2708,759,8880,8880,14053,4276,46790,37899,40971,60295,4955,25732,40751,3005,40225,8032,30265,11161,23,565,2145,2582,641,9034,9034,13598,3248,47437,38750,42974,62090,4792,23693,40225,3476,336200,338000,339400,341800,346500,351600,355500,358800,361200,363500,367500,371700,374200,377600,383000,388800,394500,402700,412900,421800,428000,432100,434600,436900,439500,441600,443200,444700,446600,448800,450000,448700,446200,442800,440200,439400,439400,439400,439100,438000,438100,440200,443100,448000,455300,463100,469100,475100,481200,486600,493500,502000,507300,508900,512100,517500,521400,523000,526200,530400,533200,535700,536700,535100,532700,533700,536300,540200,545000,550500,556800,563200
90805,Los Angeles-Long Beach-Anaheim,Long Beach,93117,42126,48533,28520,287,948,1456,10165,3064,17889,17889,10681,6894,44293,40826,45939,45228,21331,27374,93117,26990,92991,43543,47267,28936,293,942,1532,10231,2980,18677,18677,11968,7474,44070,39384,45000,46061,20628,30125,92991,24618,94561,42762,49602,29313,247,939,1448,9982,2820,19452,19452,12526,7535,45197,37321,45962,46541,19738,31247,94561,24899,95127,43237,49473,29766,244,1059,1421,9672,2245,22098,22098,13190,5893,44815,40488,44213,45176,18791,30230,95127,28787,95808,42688,50677,29823,226,1095,1546,10431,1887,24086,24086,13858,4948,45878,40811,46704,44015,19319,30269,95808,29125,96069,41546,52017,28560,159,1128,1548,10072,1409,25824,25824,13452,3420,47981,42039,48636,50372,18773,27929,96069,33085,244900,245200,245800,247400,249600,251800,254000,256400,259200,261600,264000,266500,269200,273400,280600,288600,296100,302500,308200,312900,316400,318700,320400,321800,322600,323800,325700,327800,330200,333100,336400,338700,340500,342700,344700,346100,348500,351000,352500,353700,354900,356100,357300,358700,361200,364300,367200,370700,374700,378500,382000,385200,388000,390600,393400,396600,399600,402300,405900,410100,413300,415200,416500,418300,420600,423600,426300,429500,433100,437200,441400,445400
90806,Los Angeles-Long Beach-Anaheim,Long Beach,42873,14370,27508,13903,87,717,743,3534,861,7538,7538,6408,3696,43264,46524,36938,67619,6759,16178,42873,7394,43176,14562,27599,14177,122,637,654,3575,773,7159,7159,6627,3894,42998,43648,35664,64018,6913,16859,43176,6276,43140,14723,27407,14210,117,627,775,3807,641,7565,7565,7161,4170,43785,43472,37388,71164,7001,18158,43140,4797,42498,15098,26431,14366,89,476,929,3651,616,8095,8095,7473,4206,44144,41843,39601,61250,6924,18306,42498,5550,42312,14348,26938,14607,122,406,851,3889,608,8808,8808,7404,3933,47034,46962,39909,55673,7362,17991,42312,5587,42587,15824,25736,14388,128,469,888,3699,417,9413,9413,8399,3452,50615,46375,43701,60319,6705,18971,42587,5640,318000,316200,315100,314800,315600,316500,316100,315500,316000,317700,321200,325900,331300,338300,346700,353600,359600,366100,373200,378700,382000,384000,385800,386900,387800,390100,392800,394200,395400,397800,400200,402200,403800,406000,407700,408300,409300,411000,411900,412800,415200,418800,423000,426400,429200,432700,436700,441500,446900,452000,456700,460600,461700,460500,460200,463200,467700,472100,475600,477700,478100,477800,477100,477000,479300,483200,486400,489200,492100,495700,502100,510400
90807,Los Angeles-Long Beach-Anaheim,Long Beach,32176,18542,12864,6574,43,20,752,3240,787,4187,4187,7996,968,72077,58927,76862,74859,5810,14088,32176,4742,32645,17784,14056,6375,64,46,867,2765,576,4332,4332,8530,1013,71645,60266,71234,76443,5028,15012,32645,4331,33726,19102,13817,6837,65,22,942,3246,638,4307,4307,8394,1095,72276,61781,67226,76113,5947,14970,33726,3780,33763,19200,13730,7013,66,12,930,3430,525,4781,4781,8368,909,72010,62360,65123,76635,6079,14777,33763,3995,33217,18611,13659,6771,0,37,969,3253,337,4828,4828,8528,732,72401,63548,64750,77459,5310,15493,33217,3297,32395,17773,13732,6558,21,46,922,3145,207,4815,4815,8957,637,75057,67240,62849,81453,4972,16171,32395,3770,403400,405600,409100,413500,417700,420200,422600,426500,430900,435600,442600,449600,455100,460400,466000,471700,479100,488300,496500,502000,505400,507300,507800,508300,510300,513900,517500,519800,521900,524300,526400,527500,529600,533000,536000,538500,541500,544800,547600,549400,550000,551000,553900,558400,563300,567300,571100,576400,581400,584300,586700,589100,591000,591900,593500,595500,597300,600400,606700,612100,614900,618400,621200,622200,624400,629000,633600,638800,644100,648300,651200,653400
90808,Los Angeles-Long Beach-Anaheim,Long Beach,39064,30448,8128,4368,0,57,1070,820,99,4229,4229,16068,2153,91161,92708,89716,89304,1438,28545,39064,2916,40016,31025,8445,4373,0,15,1143,904,109,4670,4670,16877,2108,94335,79323,94683,91984,1656,29819,40016,2378,39834,31019,8343,4504,0,15,1146,944,90,4979,4979,16143,2148,96824,85526,100951,92124,1698,29080,39834,2530,39428,30521,8450,4185,7,15,1121,1169,74,5059,5059,16841,1559,96360,119205,100259,93830,1856,29134,39428,2152,38637,30020,8171,4409,4,87,1128,1411,44,5511,5511,16745,1219,97500,120119,101220,95243,2036,28118,38637,1791,38487,29854,8159,4742,5,80,1012,1616,21,5395,5395,16667,784,102563,101087,104980,101772,2300,27807,38487,1769,424600,424600,424800,426700,430400,433800,436200,437700,439200,442300,447900,452700,456600,462500,470300,477500,485600,494700,503400,511400,519200,525400,529500,531700,533400,536000,539000,541300,542300,542900,543600,544000,544500,545200,545400,546600,550200,554700,559000,563800,569600,575500,580200,583600,586600,588900,590400,592100,593300,594000,595700,597200,596400,596900,600500,604600,608100,612700,619200,626500,632300,635900,638400,641500,645400,650100,655400,662500,669800,675500,679800,683500
90810,Los Angeles-Long Beach-Anaheim,Long Beach,36935,20135,15526,14351,54,556,898,2038,594,6993,6993,5526,3481,48952,41600,49606,31250,4302,16221,36935,3622,36113,20324,14716,13531,64,335,891,2109,897,6644,6644,4950,3215,49269,31460,52480,33490,4887,14381,36113,3917,36736,20609,15205,13202,87,412,975,1753,775,6852,6852,5575,3345,49087,32263,50653,32244,4369,15365,36736,3268,36936,21146,14841,13274,131,317,836,1979,731,7645,7645,6448,2400,49517,32039,48551,32455,4532,14713,36936,3228,37422,20897,15566,13294,134,282,754,2113,640,8586,8586,6569,2310,51271,32344,50570,40435,4527,14423,37422,4859,38769,21423,16401,14278,116,376,898,2328,615,9360,9360,7418,2068,56061,46458,52371,45000,4937,15398,38769,5457,259500,259400,260500,263400,267200,269300,270000,269800,270500,273700,278700,281300,282600,285400,291600,298600,306000,312600,317900,322100,326000,329400,332000,334400,336800,338800,341200,343600,345800,348200,351300,354600,357500,359700,361300,363800,367600,372300,374900,375700,376700,378700,380400,382100,384100,385800,387400,389600,391300,392100,393600,396300,398600,399700,401000,403200,405600,407600,410800,415500,419900,423100,426100,429100,431700,434600,437800,440900,443100,445200,447500,449900
90813,Los Angeles-Long Beach-Anaheim,Long Beach,58719,9209,47045,24187,79,1220,1788,3299,1127,10752,10752,10122,9851,30833,22932,33114,31962,6966,33431,58719,5578,59178,9267,47739,23850,60,1308,1562,3128,1129,10405,10405,9282,9454,31334,25410,33192,30877,6747,31232,59178,6839,60017,8454,49452,24554,54,1356,1394,3418,1116,11135,11135,9483,9356,31215,25723,31910,31735,6787,31721,60017,7193,60078,7446,50432,24117,29,1214,1578,3416,975,12289,12289,10276,7887,30936,26642,31170,30547,6934,30544,60078,7758,60997,7661,51242,24137,16,1297,1446,3573,828,13401,13401,11127,6847,31775,27298,31922,32596,7070,30319,60997,9154,60935,7514,51328,23731,16,1144,1596,3728,572,14613,14613,12246,6068,34257,30220,35268,34496,7156,30845,60935,9986,226300,224500,225200,223400,220400,221700,224300,223600,222700,224000,228900,235800,242900,250100,258300,266100,273200,279000,283500,286800,289200,292000,292600,290700,290700,293100,296100,299500,302900,305000,307000,308900,310800,313000,315800,319400,322700,325000,325900,327800,331000,334000,337500,342400,347000,349900,352400,356400,359800,361200,363700,369000,373200,376100,380300,386300,392400,397800,401100,401000,400300,402400,406000,409400,412300,412900,411400,411400,414500,419300,425200,431700
90814,Los Angeles-Long Beach-Anaheim,Long Beach,18633,6404,11697,2908,14,145,1009,869,313,2197,2197,8374,1541,56499,50893,32649,70655,1554,13629,18633,1214,18937,6297,12164,3012,12,115,1037,1108,270,2287,2287,8047,1669,55415,43661,37411,70955,1833,13646,18937,1197,18789,6217,12140,2964,24,151,1071,803,180,2492,2492,8529,1692,55111,26469,34063,69180,1167,14387,18789,1101,19264,5917,12955,3260,74,97,1112,1055,149,2782,2782,8717,1487,55116,42125,32239,68769,1547,14168,19264,1028,18760,6221,12190,3097,76,29,1325,1127,88,2902,2902,8797,1069,61093,51201,41925,73498,1597,13668,18760,1106,18175,6710,11102,2965,70,13,1337,1107,113,2647,2647,8364,804,64623,55378,44602,75319,1734,12801,18175,966,540200,539200,544800,554500,562700,567800,573400,579800,585800,592500,599200,603500,606100,610600,617700,625200,633800,643100,652900,662400,669100,672300,675200,678700,681800,683800,685800,687000,688900,693200,698900,700900,703200,709900,714400,715300,715500,718700,722800,725500,726000,729800,736400,741600,744900,747500,751400,757600,763300,765900,768600,770900,770100,766700,763400,763700,767100,767700,764500,764800,768300,770100,770200,775700,786300,798600,808300,817900,825900,832000,839400,847200
90815,Los Angeles-Long Beach-Anaheim,Long Beach,40502,25495,11787,5445,5,26,1440,1367,330,4175,4175,16565,1869,84477,68487,84562,85824,2215,28771,40502,2049,40966,25342,12494,5192,3,34,1588,1408,357,4492,4492,17019,2062,82805,66932,88370,81797,2334,29281,40966,1911,40572,24643,12885,5225,3,25,1389,1381,332,4134,4134,17317,2007,79525,72446,82500,78860,2112,29776,40572,1496,40462,24726,12690,5050,2,21,1418,1383,199,4172,4172,17477,1833,78137,69767,78961,76848,1939,30060,40462,1198,39822,24563,12228,5370,4,15,1419,1204,143,4357,4357,17264,1601,79809,70568,74417,81336,1711,29374,39822,1321,40359,24558,12693,5598,0,17,1335,1396,89,4231,4231,16722,1292,84714,81429,81875,87804,2291,29337,40359,1271,432400,432000,433400,437500,442900,445900,446800,448700,452700,457700,463800,470200,477100,486000,497100,507300,517600,529300,540200,547300,551100,553200,554900,557300,559900,562200,564200,565300,566400,569300,573200,575500,577100,579000,580200,581600,585000,589100,591500,592500,592300,591700,592100,594300,598000,603100,608200,613100,616600,619000,621000,622500,623900,626800,631400,636600,641300,645000,649300,654200,657700,659400,660300,662800,666300,669100,671000,675200,681600,688000,692400,695900
90822,0,0,183,0,0,44,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,24,135,183,6,176,0,0,37,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,27,122,176,10,169,0,0,25,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,11,107,169,15,152,0,0,14,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,17,72,152,4,148,0,0,17,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,19,59,148,4,143,0,0,6,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,18,62,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91001,Los Angeles-Long Beach-Anaheim,Altadena,38066,28055,8709,6792,61,165,1245,4880,1018,4393,4393,11138,3316,85448,72725,64028,109564,9724,23095,38066,1799,37832,27681,9035,6884,73,166,1173,4374,1139,4636,4636,10856,3079,85108,69250,62037,113958,9205,22398,37832,2291,37481,27430,9011,6333,90,170,978,4326,1166,5037,5037,10977,2639,85655,65577,62149,114407,9125,21845,37481,2557,37163,27583,8741,6222,44,54,862,4717,1108,5286,5286,10685,2214,86310,61393,62461,116944,9649,20485,37163,2987,37699,27490,9403,6596,68,87,840,5023,676,5742,5742,10760,1456,89906,60179,64438,121028,9583,19244,37699,3979,37528,27117,9676,6844,58,105,897,4867,857,5813,5813,10537,1085,91090,65255,66190,122838,9820,18529,37528,4877,485800,486700,488200,493000,499100,504100,509200,513600,515800,518900,524800,529000,531800,538400,550300,561100,571600,582100,590800,597300,604200,608800,610100,610100,610300,610900,611700,613900,616900,619800,622600,625900,628900,631600,633300,635500,640000,647100,653600,657800,659400,660800,663200,666100,669100,673300,676700,680400,685300,688700,690300,692300,695200,698700,704400,711400,717700,722900,729500,736000,739700,741300,743400,747500,753600,761100,769400,779000,788300,796000,801400,804900
91006,Los Angeles-Long Beach-Anaheim,Arcadia,32339,23394,8732,14260,0,13,518,193,0,2781,2781,5933,1161,80757,55864,70972,73871,233,12085,32339,2318,32271,23323,8749,14202,0,13,463,146,0,2627,2627,5767,1178,80183,56771,63419,77083,183,11981,32271,2146,32392,22889,9221,13927,0,13,437,126,0,2678,2678,6104,621,84021,58155,71818,83030,170,11533,32392,1998,31728,21984,9579,13646,0,18,349,76,45,2955,2955,5559,553,83986,58676,67115,83488,128,10660,31728,2413,32106,22055,9874,14132,17,22,338,155,48,2878,2878,5389,457,90829,-666666666,71974,83297,333,10249,32106,2011,33200,22275,10693,15314,18,11,289,118,55,2522,2522,5025,329,99360,-666666666,89000,90000,323,9993,33200,1665,722300,724500,726200,731400,739000,744000,748000,753700,760900,767500,777500,788500,797800,809700,827000,843400,860800,880700,899100,913300,924400,933400,937400,936800,937200,941100,948700,956200,962100,968200,973700,976800,981100,986200,993800,1009700,1027900,1041000,1050500,1061100,1071300,1078200,1079900,1079700,1079300,1079200,1080300,1080100,1074100,1062400,1052700,1046100,1037700,1028500,1027500,1030900,1035800,1039800,1046400,1057600,1070300,1078500,1083400,1087500,1094300,1105200,1116100,1126800,1138700,1150200,1157000,1159400
91007,Los Angeles-Long Beach-Anaheim,Arcadia,33836,20733,12144,16999,0,34,414,465,34,1362,1362,4640,966,70673,108342,45556,67047,795,10545,33836,1538,33586,19973,12630,17259,0,24,330,380,34,1451,1451,4286,830,73615,110368,44353,67132,607,9908,33586,1736,34198,20031,13247,17681,0,45,272,432,38,1819,1819,4244,714,72255,110561,45541,65341,698,10164,34198,2026,34598,19778,13923,18197,0,15,279,552,33,1910,1910,4349,627,71557,83851,46538,66750,923,9877,34598,2050,34619,19256,14314,17423,0,12,337,428,36,1837,1837,4307,434,75353,54786,56835,70771,770,9877,34619,1862,34357,19338,13880,17379,0,5,320,303,0,2038,2038,4040,395,79964,60600,62563,72962,561,9327,34357,2176,846400,849200,852600,859900,869000,872100,872100,871100,871800,875600,882700,888200,895300,907800,928200,950300,973900,1005900,1045500,1082900,1118300,1157200,1194700,1223300,1244700,1264600,1285100,1303000,1316900,1328900,1342100,1353000,1361700,1368800,1375800,1388900,1405500,1417000,1422700,1432900,1445800,1450700,1440600,1425200,1410800,1402300,1405900,1417300,1422400,1422100,1422000,1416300,1410600,1410400,1414200,1415400,1411300,1400600,1393200,1389900,1384000,1380000,1381500,1380900,1367900,1352300,1346800,1354800,1372500,1382500,1375600,1364800
91008,Los Angeles-Long Beach-Anaheim,Bradbury,1122,773,209,286,0,6,0,9,0,65,65,303,52,95833,-666666666,58125,92500,9,785,1122,59,1217,829,277,353,0,11,0,14,0,75,75,288,63,85556,151563,44464,83214,22,785,1217,49,1149,763,306,345,0,15,7,15,0,76,76,247,37,98315,154063,44792,86071,24,749,1149,43,1132,781,301,353,0,16,9,15,0,66,66,256,51,0,151818,44500,82344,32,736,1132,42,1203,830,318,383,0,18,41,14,0,77,77,284,42,102917,154306,45536,102000,29,739,1203,59,1191,858,280,417,0,14,41,4,0,68,68,289,44,112813,156500,46389,100625,26,670,1191,15,828100,831000,833500,836900,840400,840300,846400,858200,875700,899800,943500,977900,984000,970100,966900,978000,1004400,1038600,1066200,1089000,1116500,1145900,1162400,1164400,1166600,1180200,1195400,1202000,1211700,1220900,1215500,1193300,1174700,1166300,1162800,1163800,1167300,1166300,1170600,1181100,1187200,1192200,1205200,1205600,1188900,1167300,1151100,1129100,1104900,1098700,1102400,1101700,1091300,1082300,1081100,1099400,1118500,1132900,1147700,1179700,1215900,1237300,1240100,1235100,1226400,1219800,1223900,1244300,1267800,1272900,1267800,1270000
